entity,t0,mode,train_tuvo_shock,test_es_shock,categoria,y_test,raw_pred,yhat,pred_negativa_cruda,positive_by_construction,mase,error_signed,fit_status,lambda_multiplier,lambda_value,validation_qlike,qlike_floor_1e-12,qlike_floor_1e-10,qlike_floor_1e-08,qlike_floor_1e-06,qlike
CLP,1220,garch_11,False,False,calma_total,0.0004698335097348763,0.0001554348267848534,0.0001554348267848534,False,True,5.556008424199537,-0.0003143986829500229,ok,,,,0.9165523645790985,0.9165523645790985,0.9165523645790985,0.9165523645790985,0.9165523645790985
CLP,1220,gjr_garch_11,False,False,calma_total,0.0004698335097348763,0.00014044305212583224,0.00014044305212583224,False,True,5.820940915384505,-0.000329390457609044,ok,,,,1.1377903856549292,1.1377903856549292,1.1377903856549292,1.1377903856549292,1.1377903856549292
CLP,1220,ols_clip_legacy,False,False,calma_total,0.0004698335097348763,5.370595302728701e-05,5.370595302728701e-05,False,False,7.3537464881061725,-0.0004161275567075893,ok,,,,5.579403017883411,5.579403017883411,5.579403017883411,5.579403017883411,5.579403017883411
CLP,1220,ridge_clip,False,False,calma_total,0.0004698335097348763,5.431515130108232e-05,5.431515130108232e-05,False,False,7.342980823601933,-0.00041551835843379396,ok,1.0,500.0,3.3402843455778175,5.492562000679297,5.492562000679297,5.492562000679297,5.492562000679297,5.492562000679297
CLP,1220,log_ridge,False,False,calma_total,0.0004698335097348763,1.384652957006863e-05,1.384652957006863e-05,False,True,8.05813650155685,-0.00045598698016480763,ok,1.0,500.0,19.792990754036442,29.40715562671367,29.40715562671367,29.40715562671367,29.40715562671367,29.40715562671367
CLP,1220,softplus_ridge,False,False,calma_total,0.0004698335097348763,4.494000218115206e-05,4.494000218115206e-05,False,True,7.508657113972206,-0.00042489350755372423,ok,1.0,500.0,6.647586707604604,7.107633650296206,7.107633650296206,7.107633650296206,7.107633650296206,7.107633650296206
CLP,1220,nnls_signed_clip_legacy,False,False,calma_total,0.0004698335097348763,7.828279219094565e-05,7.828279219094565e-05,False,False,6.919428111985015,-0.00039155071754393063,ok,,,,3.209696369771356,3.209696369771356,3.209696369771356,3.209696369771356,3.209696369771356
CLP,1220,nnls_nonneg,False,False,calma_total,0.0004698335097348763,4.5519474818169336e-05,4.5519474818169336e-05,False,True,7.498416756656929,-0.00042431403491670697,ok,,,,6.987355230422919,6.987355230422919,6.987355230422919,6.987355230422919,6.987355230422919
CLP,1220,ssrc_log,False,False,calma_total,0.0004698335097348763,4.500788938058346e-06,4.500788938058346e-06,False,True,8.223293089347287,-0.00046533272079681795,ok,1.0,23.66487816417874,22.203071694825148,98.74101945150122,98.74101945150122,98.74101945150122,98.74101945150122,98.74101945150122
CLP,1240,naive,False,False,calma_total,2.1976432984491866e-05,4.067263212810794e-06,4.067263212810794e-06,False,True,0.27845467497395276,-1.7909169771681072e-05,ok,,,,2.7162479790672878,2.7162479790672878,2.7162479790672878,2.7162479790672878,2.7162479790672878
CLP,1240,ewma_0.94,False,False,calma_total,2.1976432984491866e-05,0.00013139245115860112,0.00013139245115860112,False,True,1.701217988663683,0.00010941601817410926,ok,,,,0.9554759611614994,0.9554759611614994,0.9554759611614994,0.9554759611614994,0.9554759611614994
CLP,1240,garch_11,False,False,calma_total,2.1976432984491866e-05,0.0001380873592079131,0.0001380873592079131,False,True,1.805311504366431,0.00011611092622342123,ok,,,,0.9970646386106374,0.9970646386106374,0.9970646386106374,0.9970646386106374,0.9970646386106374
