H,sigma_ruido,semilla,t0,mode,mase_acumulado,lambda_elegida,lambda_relativa,mae_validacion,lambda_traza_legacy,n_inner_train,n_validacion
10,0.2,3,19760,ssrc,0.35638034869130475,2.589940849040914,0.01,0.26129962164407067,25.89940849040914,400.0,100.0
10,0.2,3,19760,naive,1.7615242045685604,,,,,,
10,0.2,3,19820,ols,0.6264657620780079,,,,,,
10,0.2,3,19820,ridge,0.6291148249181665,0.10051256602354917,0.0001,0.2911533372852978,100.51256602354918,400.0,100.0
10,0.2,3,19820,nnls,1.96525214803132,,,,,,
10,0.2,3,19820,ssrc,0.7982962843547375,2.5968234733132394,0.01,0.24131339724962927,25.96823473313239,400.0,100.0
10,0.2,3,19820,naive,3.1145305732394153,,,,,,
10,0.2,3,19880,ols,0.662071910816199,,,,,,
10,0.2,3,19880,ridge,0.6620725290825853,1.0198841423539357e-05,1e-08,0.3018577052218016,101.98841423539358,400.0,100.0
10,0.2,3,19880,nnls,1.4800751594842014,,,,,,
10,0.2,3,19880,ssrc,1.531080969653759,2.6021250013030106,0.01,0.22447584186424044,26.02125001303011,400.0,100.0
10,0.2,3,19880,naive,2.724247632167215,,,,,,
10,0.2,3,19940,ols,1.0250816848082525,,,,,,
10,0.2,3,19940,ridge,1.078141065533277,1.0569570008437525,0.001,0.29336375547066446,105.69570008437525,400.0,100.0
10,0.2,3,19940,nnls,1.6132675787936177,,,,,,
10,0.2,3,19940,ssrc,1.0845508567186959,0.00025817523819893977,1e-06,0.23222547054459647,25.817523819893978,400.0,100.0
10,0.2,3,19940,naive,2.4417273812473286,,,,,,
10,0.2,3,20000,ols,1.3341042277403108,,,,,,
10,0.2,3,20000,ridge,1.3627285140988137,1.1096376406793391,0.001,0.28260029669452147,110.96376406793391,400.0,100.0
10,0.2,3,20000,nnls,1.3433897725084898,,,,,,
10,0.2,3,20000,ssrc,1.2636557200549596,2.675932072426534,0.01,0.21997309452619312,26.759320724265343,400.0,100.0
10,0.2,3,20000,naive,1.7909568371578561,,,,,,
10,0.2,3,20060,ols,0.4545644935027616,,,,,,
10,0.2,3,20060,ridge,0.4545631796018411,1.051605847437961e-05,1e-08,0.27418557688713274,105.16058474379611,400.0,100.0
10,0.2,3,20060,nnls,1.0027200721284246,,,,,,
10,0.2,3,20060,ssrc,0.17850051511717863,2.5768214233157175e-06,1e-08,0.2291159514955875,25.768214233157178,400.0,100.0
10,0.2,3,20060,naive,1.7629819920415692,,,,,,
10,0.2,3,20120,ols,1.442260887328034,,,,,,
10,0.2,3,20120,ridge,1.4557577266219555,1.0609142437870793,0.001,0.2897549434891871,106.09142437870794,400.0,100.0
10,0.2,3,20120,nnls,1.7898863057628247,,,,,,
